ticker,Mean R^2,"Mean R^2, firm","Mean R^2, year","Mean R^2, rolling"
ACT,-2.223517417907715,0.437853371722962,-0.7836636737475706,-0.9986049907850456
ACTA,0.09502983093261719,-0.2507552907234727,0.1645859802998878,0.128601854790531
ACTG,-0.04053008556365967,-0.02896921442965006,-0.0641720008999418,-0.03479250150059188
ACTV,0.2768619656562805,-0.23301670654930495,0.5294461365477496,0.523006183612182
ACV,-0.11692774295806885,-0.09129692073100393,-0.030835540010363705,0.016626308918315846
ACW,-0.4915156364440918,-0.9159387802223233,-1.006411443191717,-0.9314904561896515
ACXM,-0.057221174240112305,-0.12420021352393817,-0.0434050612287602,-0.002785416282844011
ADAP,0.2261180281639099,0.0005616989654465554,0.15382209417414583,0.16392926160476173
ADBE,-0.02251875400543213,-0.23523706851483484,-0.07286744670865919,-0.11875440275473048
ADC,0.28925037384033203,0.005417024726805275,0.21198392362917107,0.19267176745158965
ADES,0.1456661820411682,-0.547130688912945,0.364585478190001,0.4064576973734454
ADHD,-0.18076670169830322,-0.48426177962042405,-0.15593626582790154,-0.02724551168462841
ADI,0.3386082649230957,-0.011926335831337731,0.23833211837794133,0.23356379865354038
ADM,0.334791362285614,-0.04056067493260529,0.3033600184116886,0.28124646200282477
ADMP,-0.15672552585601807,-0.22798495121385964,-0.09885171690001937,-0.07742062429755125
ADMS,-0.060480713844299316,-0.14306018988376135,-0.04279109146185034,-0.13991721213710284
ADNC,0.8014248162508011,0.40240757501111823,0.8428316633455976,0.8834706612920895
ADNT,0.26933467388153076,-0.2868569226228752,0.033229694342674976,0.2126875477276411
ADP,0.29275578260421753,0.10376003915474219,0.22410953041393034,0.20241541350544012
ADRO,0.1614466905593872,-0.14920859393576658,0.23017662842522968,0.26318439810687955
